city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	Haunted Places Date	wiki_date	Final Date	Parsed Year	Final Year	Year Match	Wiki Year	Wiki Verified	Keep Entry
Detroit	United States	Ossip Gabrilowitsch, the Detroit symphony orchestra's Second Music Director (and Son in Law of author Samuel Clemens) Walks through his old office and rehearsal spaces in Detroit's Orchestra Hall. The hall was built as a prerequisite of Gabrilowitsch before he would lead the Detroit Symphony , and many maintenance and Security personnel still find his images walking around as if he were still the Music Director.	Orchestra hall	Michigan	MI	-83.0593353	42.3489084	-83.0457538	42.331427	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Detroit	United States	St. Andrews is a well known concert venue. There has been several Ghosts seen walking around the basement(the Shelter) and actually chasing people up the stairs. On one occasion all the areas but the shelter was open. Doors opening and closing.	St. Andrew Hall	Michigan	MI	-83.0415482	42.3323565	-83.0457538	42.331427	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Detroit	United States	Mercy - Marion Hall - The ghosts of nuns long dead still let there presence be known by locking doors, cold chills and uneasy feelings of being watched. - January 2007 Update: Has been torn down.	University of Detroit	Michigan	MI	-83.1379029	42.414062	-83.0457538	42.331427	2007-01-01		2007-01-01	2007.0	2007.0	True		False	True
Detroit	United States	originally the home of David Whitney now a very swank restaurant. Reports of table settings moving, doors opening and closing, elevator being operated when there is no one there, cold spots and sightings of a male spirit (possibly David Whitney)	The Whitney	Michigan	MI	-83.062176	42.3528108	-83.0457538	42.331427	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Dexter	United States	There is a small cemetery near an apple orchard about a mile from town on Huron River Dr. There are only a few gravestones, but there is a particular tree that is said to grow over the grave of a warlock. The tree has thorns growing on it although it isn't the type of tree to naturally grow thorns. People say that if you lie on the ground in front of the tree you can see a shadow come at you and pass through you into the ground.	Warlock Willie's	Michigan	MI			-83.8885552	42.33836970000001	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Dowagiac	United States	Building is over 100 years old and has housed among other businesses, a funeral parlor. The resident ghost is named Mr. Bock, after a name stenciled on hallway leading to upstairs apartment. Mr. Bock regularly knocks books from shelves or places them neatly in front of the door. Strangest experience was finding a chair placed about two feet from front door, looking out onto street. This has happened twice. There is a beam interrupt buzzer at the front door which has been set off when nobody present. People in the apartment upstairs have reported hearing footsteps coming up to the apartment but nobody was there. Other strange happenings such as lights coming on or going off, voices etc. have occurred. The apartment dwellers also report that their cat will not go to a certain part of apartment when ball is thrown there.	Olympia Books	Michigan	MI	-86.1092599	41.9822735	-86.10862279999999	41.9842123	0100-02-26				Unknown	False	Unknown	True	True
Dryden	United States	Back in the 70,s a serious car accident took place there on this corner which took the life of a few boys from the town. It is said that on stormy nights the boys could be heard screaming for help. The house that was located there at the time was also believed to be the persons that called for help for them often heard the boys crying out at night. and sometimes brakes could be heard screeching and the awful sound of the car hitting the tree. The house had lots of strange happenings and ghosts seemed always around. At night if you walk down Casey road past the cemetery you get an awful feeling that you are being followed and if you turn around quickly you can catch a glimpse of something behind you.	Casey / Rochester road intersection	Michigan	MI	-83.1437021	42.9239416	-83.12382649999999	42.9461395	2070-02-26		2070-02-26		1923	False	1923	True	True
Dutch town	United States	Store has a women spirit in it. Stuff flies off shelves at the costumers, Someone a lady, whistling and no ones in the store but the workers. Lights shut off and turn on when someone's alone. Cold spots and chills.	Marons Food Market	Michigan	MI	-85.744067	42.882983	-86.1089301	42.7875235	2025-01-01	2025-03-26	2025-03-26		Unknown	False	Unknown	True	True
Eagle Harbor	United States	people claim they have seen a woman walking the porch looking out to the lake as if she is looking for her long lost husband who was lost in the lake in a freighter crash, the light house has had everything to lights flickering on and off to hearing voices, and apparitions.	Lake Breeze Inn and light house	Michigan	MI	-88.15851730000001	47.4589082	-88.1623228	47.4582339	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
East Lansing	United States	Holmes Hall -  On the sixth floor of the west building, students have reported seeing a male figure enter the elevator. Immediately after the door closes it reopens, revealing an empty elevator. Appliances have also been known to come on by themselves.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	2025-01-01	1855-01-01	1855-01-01		1855.0	False	1855	True	True
East Lansing	United States	Holmes Hall - West - On the 6th floor: two strange figures are sometimes seen once in a while at night after 3 AM. They are shadowy figures that simultaneously take both elevators and hold them. Then whispers of wind come from the elevators. Then they elevators close.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	2025-02-06	1855-01-01	2025-02-06		1855	False	1855	True	True
East Lansing	United States	Hubbard Hall - on the 12 floor of the South complex it is reported, the lights on the floor go out & hearing someone running down the hall. Upon investigation into the hall is deserted but footsteps and laughing are heard. Also reported an apparition of a man walking into the elevator and it goes down to the 9th floor when it gets there the door opens and you feel a cold breeze go past you. Everyone on the floor has experienced doors slamming, appliances going on and off, and windows opening and closing.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	2025-02-12	1855-01-01	2025-02-12		1855	False	1855	True	True
East Lansing	United States	Mason Hall - there have been sightings of an old man in the oak room in the basement.  Supposedly he was locked in there in 1975 and suffocated and died.  the toilets flush themselves.  Voices have been heard in halls.  There is a loud banging noise that can be heard early in the morning.  Sometimes the lights will flicker and an eerie presence can be felt in the laundry room.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	1975-01-01	1855-01-01	1975-01-01	1975.0	1975.0	True	1855	True	True
