city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	description 2	Audio Evidence	Image/Video/Visual Evidence	Haunted Places Date	Haunted Places Witness Count	Time of Day	Apparition Type I	Apparition Type II	Apparition Type III	Event Type	Alcohol Abuse Rate	Amount of daylight	Sunrise Time	Sunset Time	Max Temperature	Min Temperature	Precipitation	comment count	EHP rating	image	urban_or_near	color	element	Dimensions
Radnor	United States	Used to be an estate owned by John Dorrance, and his daughter. It is said that his daughter fell in love with Xavier, who was the stable boy. (Xavier Hall is the name of one of the dormitories there.) The Dorrances were quite wealthy, and John did not permit his daughter to see Xavier any longer. Xavier hung himself in Grace Hall, which used to be a stable. Mr. Dorrance's beloved daughter threw herself over the balcony in the mansion. She is often seen wearing a blue or white dress, and has long blonde hair. On the night of the first snowfall she can be found in front of Woodcrest, looking for her child that she killed. Mr. Dorrance can be seen walking on one of the driveways. He wears a top hat and a long black cape. Students driving on this driveway have seen him as a solid person who seems to appear from nowhere in front of the car. Whomever is driving hits, and runs him over. (The impact has been felt by the passengers and driver) When the driver gets out to see who they hit and to survey the damage to the car, there is no one behind the car, no damage to the car, but there are footprints in the snow along the driveway.	Cabrini College	Pennsylvania	PA	-75.3740633	40.0553552	-75.3754599	40.043912		True	True	1957-03-07	1	Evening	Ghost	Single Ghost	Male Ghost, Female Ghost, Child Ghost	Murder	18.5	11:34	6:26	5:59	5.2	0.3	2.6	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Radnor	United States	Formally the St. David's Inn, the Radnor Hotel has had some very disturbing hauntings. One in particular is suite 309, where a ghost appears in the ceiling above the master bed and then proceeds down the wall to the door and then vanishes into the hallway. Some guests have even seen her presence in the hallway in the wee early morning hours. And still others have heard noises coming from the room when the room is vacant.	Radnor hotel	Pennsylvania	PA	-75.36626799999999	40.040661	-75.3754599	40.043912		True	True	2012-03-07	1	Morning	Ghost	Single Ghost	Unknown	Murder, Supernatural	18.5	11:35	6:24	6:00	15.0	0.7	0.0	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Reading	United States	Smith Hall - There was a girl that killed herself on the 1st floor in Smith Hall. Students have heard footsteps in the hall but no one was there. Someone used dowsing rods (to detect spiritual activity) on the 1st floor and they crossed in front of the girl's room, which she killed herself in.	Albright College	Pennsylvania	PA	-75.910629	40.3615027	-75.9268747	40.3356483		True	True	1856-03-07	0	Unknown	Ghost	Single Ghost	Female Ghost, Child Ghost	Unknown	18.5	11:35	6:31	6:06	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Reading	United States	Selwyn Hall - The third floor of Selwyn Hall, an ex-sorority house (but now it serves as a variety of things-health clinic, admissions, facilities, etc.), is said to be home to the ghost of a girl who committed suicide there. The details of the exact circumstances surrounding her death aren't very well known, as the involved sororities keep it as hushed as possible. But the rumor of the motivation behind the suicide was the girl being rejected from the sororities and therefore taking her life.	Albright College	Pennsylvania	PA	-75.910629	40.3615027	-75.9268747	40.3356483		True	True	1856-03-07	0	Unknown	Ghost	Single Ghost	Female Ghost, Child Ghost	Death, Supernatural	18.5	11:35	6:31	6:06	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Reading	United States	People have heard chains rattle & have seen the locks on the lockers spin by themselves. The power often goes out for unknown reasons. Electric companies have come and have no idea why the power is/was out. Also the family of Mr. Luden was killed too. The wife and daughter in the basement (also known as the dungeon to the students) and Mrs. Luden was killed on the 2nd or third floor. The son hanged himself on the wooden stairs. Also the chains people hear are from another son, who was chained in the attic. One final thing is that some nights you can hear Mr. Luden's piano playing. The piano isn't in the room anymore but the sound still occurs there.	Central Catholic High School	Pennsylvania	PA	-75.90953789999999	40.3339125	-75.9268747	40.3356483		True	True	1935-03-07	1	Unknown	Unknown	Unknown	Unknown	Death, Supernatural	18.5	11:32	6:29	6:01	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Reading	United States	Ghost of a former resident of this old house now turned restaurant. She is a teenager named Emily who is seen in the wine cellar and the 2nd floor banquet	Emily's Pub	Pennsylvania	PA	-75.90826980000001	40.2340901	-75.9268747	40.3356483		False	True	1979-12-18	1	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	09:19	7:20	4:39	-1.3	-6.6	0.0	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Reading	United States	In the past 30 years, 4 people have jumped or fallen off of the Viaduct, the bride over Pendora. There have been reports of screaming and crying, and visions of people falling/jumping.	Pendora Park	Pennsylvania	PA	-75.90097899999999	40.3303683	-75.9268747	40.3356483		True	False	2025-01-01	1	Unknown	Unknown	Unknown	Unknown	Murder	18.5	09:22	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Reading	United States	About 3 years ago around exam week, a young man stayed after school to study. When he was done studying he waited outside for his ride, but his mom never came. The phones were out and he was all-alone. The next day the police found his body in the library. It was mangled and gross. They never said how exactly he died. They say if your there the phone will ring, and no one will be there, things being written on walls, and people even have heard and seen him running away. If you feel a cold spot, remember this school doesn't have air conditioning! Some people say if you say his name in the dark you will see glowing eyes. His name was Jerry.	St. Ignatius Loyola School	Pennsylvania	PA	-76.004648	40.3373823	-75.9268747	40.3356483		True	True	1900-03-07	3	Unknown	Orb, Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	11:33	6:29	6:01	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Reading	United States	The Bathrooms in the lower hall of the school seem to be haunted. The door bangs in the Boys bathroom and a bloody handprint appears on the wall. You can hear a moan and it sometimes will give chase.	St. Mary's Catholic School	Pennsylvania	PA	-75.9147996	40.3307343	-75.9268747	40.3356483	   Apparitions are seen, and the disembodied sounds of a baby crying are heard. Additional r esearch for this allegedly haunted location is currently in progress.	True	True	2024-06-07	1	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	14:57	5:33	8:31	27.5	18.7	0.0	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Reading	United States	People have seen the vision of an old woman walking across the balcony.	The Majestic Theater	Pennsylvania	PA	-75.9307534	40.3792505	-75.9268747	40.3356483	Dallas , Texas The Majestic Theatrer in Dallas , Texas first opened in April of 1921, and was added to the National Register Of Historic Places in November of 1977. It is rumored to be haunted by the ghost of its first owner, Karl Hoblitzelle, who allegedly remains to watch over the location, even after his death. Additional r esearch for this allegedly haunted location is currently in progress.	True	True	1977-03-07	1	Unknown	Ghost	Single Ghost	Unknown	Death, Supernatural	18.5	11:34	6:28	6:01	8.2	-1.7	0.0	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Reading	United States	The Pizza Shop of Vito's is said to be haunted by an unknown spirit.	Vito's Pizza	Pennsylvania	PA	-76.7049716	39.9417134	-75.9268747	40.3356483		True	True	1972-03-07	0	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	11:35	6:30	6:05	14.0	-3.7	0.0	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Reading	United States	"On the Pottsville Pike north of Reading. The ghosts of an old woman and an Indian have been spotted peering from the windows. The old lady's ghost would slam doors shut, turn the lights off and on, along with the air conditioner at times. Murry also claims that he has seen the ghostly figure of an Indian in the back of the building. - February 2004 additional info: the ""Whit-Mar Inn"" (also known as Poor Richard's Tavern and the Apple Inn). This was raised several years ago and is the home to a Wawa (convenience chain)."	Whit-Mar Inn	Pennsylvania	PA	-81.575688	35.356312	-75.9268747	40.3356483		True	True	2004-02-07	1	Unknown	Orb, Ghost	Several Ghosts	Female Ghost	Murder, Supernatural	18.5	10:39	7:21	6:00	6.5	-0.7	1.3	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Ridgway	United States	At 3:00 a.m. the spirits walk the graveyard. And some of the are not rested yet.	Oakmont Cemetery	Pennsylvania	PA	-78.7486835	41.4383227	-78.7286388	41.4203391		True	True	1915-08-02	0	Morning	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	14:24	5:09	7:32	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Ringtown	United States	The 4th, 5th, and 6th grade doors open. Things get thrown by invisible hands and reports of red glowing eyes in the basement.	Ringtown Elementary School	Pennsylvania	PA	-76.2321625	40.8600874	-76.2296624	40.8586985		False	True	2020-03-07	0	Unknown	Orb	Unknown	Unknown	Unknown	18.5	11:35	6:28	6:03	4.7	-2.5	2.2	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Roaring Spring	United States	there once was a house across from the papaer mill and a pastor lived there. the pastor was a devil worshiper (my grandmother broke into the house from a suspision and went upstairs and there was vails full of potions with a witchcraft book) some times in the middle of the summer (it could be 98 degreese outside and up in the attic where the vails and witchcraft book was) there was ice cycles hanging off the cieling. the pastor was also a foster parent and and one day out of no where the one girl he was taking care of went missing (later on after the pastor died somebody found a females hip bone in the back yard) next door to the house a bitbole will appear in the garden (ever since then nothing will grow in the garden) then it will mysteriously dissaper. a missionnary came to the town of roaring spring back in the 1960's and as he was entering the town he said he could go no farther cause the town was feeled with evil spirits (and before you know it he was outta there and never came back) till this day there have been mysterious hauntings that no one an explain.	Paper Mill	Pennsylvania	PA	-78.4051669	40.3388332	-78.3908471	40.3359086		True	True	1960-03-07	0	Evening	Ghost	Single Ghost	Female Ghost	Murder, Death	18.5	11:34	6:37	6:12	-6.9	-18.3	1.1	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Roaring Spring	United States	Bridge - By the Paper Mill there is a bridge which is haunted by at least 3 ghost. One is the ghost of a man who had hung himself. If you drive through the bridge and park in the middle facing the side farthest from the mill you will see his ghost. The ghost tends to walk back and fourth. Sometimes he will do no more than step out and back. Aslo you should hear the voice of a man talking. Occasionally the ghost will walk up to the car and even hit it. Very large, bright, white orbs can also be seen. The other two ghost are those of a couple who were hit by a train. They tend to linger around the top of the bridge-walking together-holding hands.	Paper Mill	Pennsylvania	PA	-78.4051669	40.3388332	-78.3908471	40.3359086		True	True	2025-01-01	1	Unknown	Orb, Ghost	Single Ghost	Male Ghost	Murder, Supernatural	18.5	09:22	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Root Hollow	United States	Several people have seen the spirit of a young woman who was murdered and thrown under the bridge at the beginning of the road in a burlap sack. She is seen sitting on the bridge looking down in shame, shaking her head.	Margaret Hollow Road	Pennsylvania	PA			-76.04677269999999	41.467444		True	True	1960-03-07	3	Unknown	Ghost	Several Ghosts	Female Ghost	Murder, Supernatural	18.5	11:33	6:29	6:01	unknown	unknown	unknown	Unknown	Unknown	Unknown	unknown	Unknown	Unknown	Unknown
Rosemont	United States	Reports of apparitions and slamming of doors throughout the night.	Rosemont College	Pennsylvania	PA	-75.3289496	40.0340798	-75.3237979	40.0256664		True	True	1921-03-07	0	Evening	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	11:33	6:26	5:59	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Sandy Lake	United States	The furnaces used to be an old steel mill that burnt over 50 yrs. ago. Many of accidents happened taking many lives, so it is said to be haunted by the workers who died there. If you visit the furnaces during the winter you can see foot prints, shadows, and things leaping from tree to tree, over 100 yard distance. As you go down the hill it gets much colder, until you get directly into the furnaces, and then you feel it get warmer. Many of nights the restless spirits will chase you out and give you a real fright.	The furnaces	Pennsylvania	PA	-80.0145963	41.3413504	-80.0822822	41.3486673		True	True	2025-01-01	1	Unknown	Ghost	Several Ghosts	Male Ghost, Female Ghost	Murder, Death	18.5	09:16	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	False	Unknown	Unknown	Unknown
Saxonburg	United States	Some people who have gone to Clinton claim of seeing weird ghostly white figures, moans, and groans throughout the building. Now it is closed & another guy owns it to keep extra food for his restaurant and he claims to have seen weird figures of a girl and boy inside the 3rd grade classroom hugging.	Clinton Elementary	Pennsylvania	PA	-79.82615489999999	40.7483853	-79.81005309999999	40.7539538		True	True	2024-03-07	3	Unknown	Ghost	Single Ghost	Female Ghost, Child Ghost	Death	18.5	11:35	6:42	6:17	14.2	4.9	5.5	Unknown	Unknown	Unknown	False	Unknown	Unknown	Unknown
